DEVID,DESCR_IF_MISC,ERROR_DESCRIPTION,DATE_OCCURRED,IDENTIFIED_BY,MODIFIED_BY,AFFECTED_TREATMENT,CORRECTED,WHYNOTCORRECTED,TX_INTENT,TX_METHOD,DEV_TYPE,ASSIGNED_USER,ASSIGNED_ROLE,ERROR_LEVEL_NAME,Sub_Desc,Att_Desc,Attribute,Stage1,Stage2,Approved_By1,Approved_By2,Role1,Role2,CUSTOM_CORRECTION,SELECTED_CORRECTION,DOC_TYPE,MOREINFO,GROUPID,ACTION,STATUS,ROLE_NAME1,ROLE_NAME2,ROLE_CODES,Attribute_Stage,SL,IS_POST,APPROVAL_ORDER,REG_VIOLATION,POSSIBLE_VIOLATION,CLIN_SIGNIFICANT,SIGNIFICANT_ERROR,MISADMIN,RECORDABLE,INTENT_METHOD_APPLICABLE,CORRECTION_ROLES
195,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:35:04Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:35:04Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:35:04Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:36:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:36:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:36:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:36:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:36:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code.,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 04/22/2021 - 04/30/2021,2021-04-22T10:36:13Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code.,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/18/2021 - 04/08/2021,2021-03-18T10:38:08Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/18/2021 - 04/08/2021,2021-03-18T10:38:08Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/18/2021 - 04/08/2021,2021-03-18T10:38:08Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/18/2021 - 04/08/2021,2021-03-18T10:38:08Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/18/2021 - 04/08/2021,2021-03-18T10:38:08Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/18/2021 - 04/08/2021,2021-03-18T10:38:08Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/18/2021 - 04/08/2021,2021-03-18T10:38:08Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/18/2021 - 04/08/2021,2021-03-18T10:38:08Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/31/2021 - 04/13/2021,2021-03-31T10:41:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/31/2021 - 04/13/2021,2021-03-31T10:41:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/31/2021 - 04/13/2021,2021-03-31T10:41:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/31/2021 - 04/13/2021,2021-03-31T10:41:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/31/2021 - 04/13/2021,2021-03-31T10:41:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/31/2021 - 04/13/2021,2021-03-31T10:41:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/31/2021 - 04/13/2021,2021-03-31T10:41:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/31/2021 - 04/13/2021,2021-03-31T10:41:05Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/15/2021 - 04/13/2021,2021-03-15T10:42:28Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/15/2021 - 04/13/2021,2021-03-15T10:42:28Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/15/2021 - 04/13/2021,2021-03-15T10:42:28Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/15/2021 - 04/13/2021,2021-03-15T10:42:28Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/15/2021 - 04/13/2021,2021-03-15T10:42:28Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/15/2021 - 04/13/2021,2021-03-15T10:42:28Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/15/2021 - 04/13/2021,2021-03-15T10:42:28Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 03/15/2021 - 04/13/2021,2021-03-15T10:42:28Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS not available.,2021-03-16T10:50:52Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS not available.,2021-03-16T10:50:52Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS not available.,2021-03-16T10:50:52Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code.,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS not available.,2021-03-16T10:50:52Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code.,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS not available.,2021-03-16T10:50:52Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS not available.,2021-03-16T10:50:52Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS not available.,2021-03-16T10:50:52Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS not available.,2021-03-16T10:50:52Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 02/22/2021 - 04/13/2021,2021-02-22T10:52:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 02/22/2021 - 04/13/2021,2021-02-22T10:52:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved methods of communication,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 02/22/2021 - 04/13/2021,2021-02-22T10:52:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 02/22/2021 - 04/13/2021,2021-02-22T10:52:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Improved procedure,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 02/22/2021 - 04/13/2021,2021-02-22T10:52:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 02/22/2021 - 04/13/2021,2021-02-22T10:52:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,NA,Additional training,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 02/22/2021 - 04/13/2021,2021-02-22T10:52:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,K,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,NA,The CPT code posted for reimbursement for image guidance was incorrect. G6001 (ultrasound) was submitted in place of 77014 (CT Guidance). DOS 02/22/2021 - 04/13/2021,2021-02-22T10:52:10Z,agoudy,agoudy,0,3,NA,1,3,0,NA,NA,Billing,Codes,CPT code incorr./miss.,10945,A,K,agoudy,cmacke,K,A,Posting of correct CPT code,Custom Attribute,NA,CPT code incorr./miss.,A,2,4,Financial Counselor,Radiation Services Director,AU,10945AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
